,Relevance,Accuracy,Coherence,Clarity,Breadth and Depth,Reading Experience,total
preds_ws30_mc600.0_ea1.0_morph_True_type_sum_fused_lenNone,86.66666666666667,81.66666666666667,82.5,78.75000000000001,53.333333333333336,65.0,74.65277777777779
