,Relevance,Accuracy,Coherence,Clarity,Breadth and Depth,Reading Experience,total
preds_ws30_mc600.0_ea1.0_morph_True_type_sum_fused_lenNone,73.72881355932203,79.23728813559323,55.932203389830505,62.28813559322034,36.86440677966102,38.983050847457626,57.83898305084745
