,Relevance,Accuracy,Coherence,Clarity,Breadth and Depth,Reading Experience,total
preds_ws30_mc600.0_ea1.0_morph_True_type_unimp_sum_fused_lenNone,90.83333333333334,87.91666666666667,83.33333333333333,78.75000000000001,55.00000000000001,64.16666666666667,76.66666666666667
