,Relevance,Accuracy,Coherence,Clarity,Breadth and Depth,Reading Experience,total
preds_ws30_mc600.0_ea1.0_morph_True_type_sum_fused_lenNone,80.0,84.09090909090908,61.81818181818181,68.18181818181817,53.63636363636364,50.0,66.28787878787878
