,Relevance,Accuracy,Coherence,Clarity,Breadth and Depth,Reading Experience,total
preds_ws30_mc600.0_ea1.0_morph_True_type_unimp_sum_fused_lenNone,82.62711864406779,84.32203389830508,60.16949152542372,66.52542372881356,59.32203389830508,51.271186440677965,67.3728813559322
