,Relevance,Accuracy,Coherence,Clarity,Breadth and Depth,Reading Experience,total
preds_ws30_mc600.0_ea1.0_morph_True_type_sum_fused_lenNone,37.083333333333336,64.58333333333334,46.25,47.916666666666664,28.749999999999996,30.41666666666667,42.5
