,Relevance,Accuracy,Coherence,Clarity,Breadth and Depth,Reading Experience,total
preds_ws30_mc600.0_ea1.0_morph_True_type_unimp_sum_fused_lenNone,45.258620689655174,67.67241379310344,49.13793103448276,53.44827586206896,31.896551724137932,36.63793103448276,47.34195402298851
