,Relevance,Accuracy,Coherence,Clarity,Breadth and Depth,Reading Experience,total
preds_ws30_mc600.0_ea1.0_morph_True_type_unimp_sum_fused_lenNone,74.10714285714286,79.46428571428572,58.92857142857143,63.83928571428571,40.17857142857143,39.28571428571429,59.30059523809524
